Service;Nom_Cle_Partagee;Nom_commercial ;Nom technique;URL d'acces
WMTS;environnement;Inventaire National du Patrimoine Geologique;PROTECTEDAREAS.INPG;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Parcs nationaux;PROTECTEDAREAS.PN;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Parcs naturels marins;PROTECTEDAREAS.PNM;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Parcs naturels regionaux;PROTECTEDAREAS.PNR;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Perimetres de protection de reserves naturelles;PROTECTEDAREAS.MNHN.RN.PERIMETER;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Points de Rencontre de Secours en Foret (PRSF);PROTECTEDAREAS.PRSF;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Regions forestieres nationales;LANDCOVER.FORESTAREAS;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Reserves biologiques;PROTECTEDAREAS.RB;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Reserves de biosphere;PROTECTEDAREAS.BIOS;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Reserves integrales des Parc nationaux;PROTECTEDAREAS.RIPN;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Reserves nationales de chasse et de faune sauvage;PROTECTEDAREAS.RNCF;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Reserves naturelles de Corse;PROTECTEDAREAS.RNC;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Reserves naturelles nationales;PROTECTEDAREAS.RN;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Reserves naturelles regionales;PROTECTEDSITES.MNHN.RESERVES-REGIONALES;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Sites Natura 2000 (Directive Habitats);PROTECTEDAREAS.SIC;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Sites Natura 2000 (Directive Oiseaux);PROTECTEDAREAS.ZPS;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Sylvoecoregions;LANDCOVER.SYLVOECOREGIONS;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Sylvoecoregions d'alluvions recentes;LANDCOVER.SYLVOECOREGIONS.ALLUVIUM;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Zones humides d'importance internationale;PROTECTEDAREAS.RAMSAR;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Zones naturelles d'interet ecologique faunistique et floristique de type 1 (ZNIEFF 1 mer) ;PROTECTEDAREAS.ZNIEFF1.SEA;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Zones naturelles d'interet ecologique faunistique et floristique de type 1 (ZNIEFF 1);PROTECTEDAREAS.ZNIEFF1;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Zones naturelles d'interet ecologique faunistique et floristique de type 2 (ZNIEFF 2 mer) ;PROTECTEDAREAS.ZNIEFF2.SEA;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;environnement;Zones naturelles d'interet ecologique faunistique et floristique de type 2 (ZNIEFF 2);PROTECTEDAREAS.ZNIEFF2;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Alticodage;essentiels;Alticodage;SERVICE_CALCUL_ALTIMETRIQUE;https://wxs.ign.fr/essentiels/alti/rest/elevation.{format}
Geocodage;essentiels;geocodage;direct-geoportail;https://wxs.ign.fr/calcul/geoportail/geocodage/rest/0.1/reverse?
Geocodage;essentiels;geocodage inverse;reverse-geoportail;https://wxs.ign.fr/calcul/geoportail/geocodage/rest/0.1/reverse?
Geocodage;essentiels;Autocompletion;completion-geoportail;https://wxs.ign.fr/calcul/geoportail/geocodage/rest/0.1/reverse?
Isochrone;essentiels;Isochrones - Pieton pgr;bdtopo-pgr-pieton;https://wxs.ign.fr/essentiels/geoportail/isochrone/rest/1.0.0/isochrone?
Isochrone;essentiels;Isochrones – Voiture pgr;bdtopo-pgr-voiture;https://wxs.ign.fr/essentiels/geoportail/isochrone/rest/1.0.0/isochrone?
Isochrone;essentiels;Isochrones - Pieton iso;bdtopo-iso-pieton;https://wxs.ign.fr/essentiels/geoportail/isochrone/rest/1.0.0/isochrone?
Isochrone;essentiels;Isochrones – Voiture iso;bdtopo-iso-voiture;https://wxs.ign.fr/essentiels/geoportail/isochrone/rest/1.0.0/isochrone?
Itineraire;essentiels;Calcul d'itineraire - Pieton osrm;bdtopo-osrm-pieton;https://wxs.ign.fr/essentiels/geoportail/itineraire/rest/1.0.0/route?
Itineraire;essentiels;Calcul d'itineraire - Voiture osrm;bdtopo-osrm-voiture;https://wxs.ign.fr/essentiels/geoportail/itineraire/rest/1.0.0/route?
Look4;essentiels;Look4 - Adresses, lieux et points routiers ;location;https://wxs.ign.fr/essentiels/look4/user
Look4;essentiels;Look4 - Index des voies par communes ;voies_nommees;https://wxs.ign.fr/essentiels/look4/user
TMS;essentiels;Admin EXPRESS;ADMIN_EXPRESS;https://wxs.ign.fr/essentiels/geoportail/tms/1.0.0/ADMIN_EXPRESS/metadata.json/
TMS;essentiels;PLAN IGN;PLAN.IGN;https://wxs.ign.fr/essentiels/geoportail/tms/1.0.0/PLAN.IGN/metadata.json/
WFS;essentiels;BD TOPO® V3 batiment;BDTOPO_V3:batiment;https://wxs.ign.fr/essentiels/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;essentiels;BD TOPO® V3 troncon de route;BDTOPO_V3:troncon_de_route;https://wxs.ign.fr/essentiels/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;essentiels;Parcellaire Express (PCI) parcelle;CADASTRALPARCELS.PARCELLAIRE_EXPRESS:parcelle;https://wxs.ign.fr/essentiels/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Raster;essentiels;Limites administratives mises a jour en continu;LIMITES_ADMINISTRATIVES_EXPRESS.LATEST;https://wxs.ign.fr/essentiels/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;essentiels;Parcellaire Express (PCI);CADASTRALPARCELS.PARCELLAIRE_EXPRESS;https://wxs.ign.fr/essentiels/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;essentiels;Photographies aeriennes;ORTHOIMAGERY.ORTHOPHOTOS;https://wxs.ign.fr/essentiels/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;essentiels;Plan IGN;GEOGRAPHICALGRIDSYSTEMS.PLANIGNV2;https://wxs.ign.fr/essentiels/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;essentiels;Graphe de mosaiquage BD ORTHO;ORTHOIMAGERY.ORTHOPHOTOS.GRAPHE-MOSAIQUAGE;https://wxs.ign.fr/essentiels/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMTS;essentiels;Parcellaire Express (PCI);CADASTRALPARCELS.PARCELLAIRE_EXPRESS;https://wxs.ign.fr/essentiels/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;essentiels;Photographies aeriennes;ORTHOIMAGERY.ORTHOPHOTOS;https://wxs.ign.fr/essentiels/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;essentiels;PLAN IGN;GEOGRAPHICALGRIDSYSTEMS.PLANIGNV2;https://wxs.ign.fr/essentiels/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WFS;geodesie;BDGeodesique - points geodesiques;BDGEODESIQUE:rgp;https://wxs.ign.fr/geodesie/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;geodesie;BDGeodesique - reperes de nivellement;BDGEODESIQUE:rn;https://wxs.ign.fr/geodesie/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;geodesie;BDGeodesique - sites geodesiques;BDGEODESIQUE:site;https://wxs.ign.fr/geodesie/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;geodesie;BDGeodesique - triplet;BDGEODESIQUE:triplet;https://wxs.ign.fr/geodesie/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Vecteur;geodesie;Reseau de base français (RBF);BDGEODESIQUE-SITE-RBF_BDD-POI_WLD;https://wxs.ign.fr/geodesie/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;geodesie;Reseau de detail français (RDF);BDGEODESIQUE-SITE-RDF_BDD-POI_WLD;https://wxs.ign.fr/geodesie/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;geodesie;Reseau de nivellement;BDGEODESIQUE-RN_BDD-POI_WLD;https://wxs.ign.fr/geodesie/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;geodesie;Reseau GNSS permanent;BDGEODESIQUE-RGP_BDD-POI_WLD;https://wxs.ign.fr/geodesie/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;geodesie;Triplets de reperes de nivellement;BDGEODESIQUE-TRIPLET_BDD-POI_WLD;https://wxs.ign.fr/geodesie/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
Geocodage;inspire;geocodage direct;direct-inspire;https://wxs.ign.fr/inspire/inspire/geocodage/rest/0.1/reverse?
Geocodage;inspire;geocodage inverse;reverse-inspire;https://wxs.ign.fr/inspire/inspire/geocodage/rest/0.1/reverse?
Geocodage;inspire;geocodage completion;completion-inspire;https://wxs.ign.fr/inspire/inspire/geocodage/rest/0.1/reverse?
WFS;inspire;Reseau;net:Network;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn-a:AerodromeArea;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn-a:AerodromeNode;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn-a:AerodromeType;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn-a:ConditionOfAirFacility;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn-a:RunwayArea;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn-a:SurfaceComposition;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn-a:UseRestriction;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport par cable;tn-c:CablewayLink;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport ferroviaire;tn-ra:NominalTrackGauge;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport ferroviaire;tn-ra:NumberOfTracks;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn-a:AerodromeCategory;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport ferroviaire;tn-ra:RailwayElectrification;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport ferroviaire;tn-ra:RailwayStationNode;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport ferroviaire;tn-ra:RailwayType;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport ferroviaire;tn-ra:RailwayUse;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport ferroviaire;tn-ra:RailwayYardArea;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:ERoad;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:FormOfWay;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:FunctionalRoadClass;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:NumberOfLanes;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:Road;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:RoadLink;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:RoadName;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport ferroviaire;tn-ra:RailwayLink;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:RoadNode;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:RoadServiceArea;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:RoadSurfaceCategory;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:RoadWidth;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport routier;tn-ro:VehicleTrafficArea;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport fluvial - maritime;tn-w:Beacon;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport fluvial - maritime;tn-w:FerryCrossing;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport fluvial - maritime;tn-w:PortArea;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport fluvial - maritime;tn-w:FerryUse;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport fluvial - maritime;tn-w:PortNode;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport fluvial - maritime;tn-w:WaterwayLink;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn:AccessRestriction;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn:ConditionOfFacility;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn:TrafficFlowDirection;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn:TransportNetwork;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Reseau de transport aerien;tn:VerticalPosition;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-n:HydroNode;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-n:WatercourseLink;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-p:Watercourse;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-p:Ford;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-p:Falls;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-p:DrainageBasin;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-p:DamOrWeir;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-p:LandWaterBoundary;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-p:Lock;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-p:StandingWater;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-n:WatercourseLinkSequence;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Hydrographie;hy-p:Crossing;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Adresses;ad:Address;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Adresses;ad:AddressAreaName;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Adresses;ad:AdminUnitName;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Adresses;ad:PostalDescriptor;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Adresses;ad:ThoroughfareName;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Unites administratives;au:AdministrativeBoundary;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Unites administratives;au:AdministrativeUnit;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Toponymes;gn:NamedPlace;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;inspire;Bâtiments;bu-core2d:Building;https://wxs.ign.fr/inspire/inspire/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Raster;inspire;Ortho-imagerie;OI.OrthoimageCoverage;https://wxs.ign.fr/inspire/inspire/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;inspire;Ortho-imagerie HR;OI.OrthoimageCoverage.HR;https://wxs.ign.fr/inspire/inspire/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;inspire;Parcelles cadastrales;CP.CadastralParcel;https://wxs.ign.fr/inspire/inspire/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;inspire;EL.GridCoverage;EL.GridCoverage;https://wxs.ign.fr/inspire/inspire/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;inspire;Bâtiments;BU.Building;https://wxs.ign.fr/inspire/inspire/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;inspire;Reseau de transport aerien;TN.AirTransportNetwork;https://wxs.ign.fr/inspire/inspire/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;inspire;Reseau de transport ferroviaire;TN.RailTransportNetwork;https://wxs.ign.fr/inspire/inspire/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;inspire;Reseau de transport routier;TN.RoadTransportNetwork;https://wxs.ign.fr/inspire/inspire/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;inspire;Reseau de transport routier;TN.RoadTransportNetwork-2;https://wxs.ign.fr/inspire/inspire/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;inspire;Noms geographiques;GN.GeographicalNames;https://wxs.ign.fr/inspire/inspire/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;inspire;Adresses;AD.Address;https://wxs.ign.fr/inspire/inspire/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;inspire;Unites d'administration separees;AU.AdministrativeUnit;https://wxs.ign.fr/inspire/inspire/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;inspire;Hydrographie;HY.PhysicalWaters;https://wxs.ign.fr/inspire/inspire/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;inspire;Services d'utilite publique;US.UtilityAndGovernmentalServices;https://wxs.ign.fr/inspire/inspire/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WFS;lambert93;Carroyages DFCI 1X1 ;GEOGRAPHICALGRIDSYSTEM.DFCI:carro_dfci_1x1_l93;https://wxs.ign.fr/lambert93/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;lambert93;Carroyages DFCI 2X2 ;GEOGRAPHICALGRIDSYSTEM.DFCI:carro_dfci_2x2_l93;https://wxs.ign.fr/lambert93/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Raster;lambert93;Carte de l'etat-major 1 : 40 000  L93 (1820-1866);SCANEM40_PYR_PNG_FXX_LAMB93;https://wxs.ign.fr/lambert93/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;lambert93;Modele numerique de surface L93;ELEVATION.ELEVATIONGRIDCOVERAGE.HIGHRES.MNS.L93;https://wxs.ign.fr/lambert93/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMTS;lambert93;BD PARCELLAIRE® MAJ2018 (Normal,Orange, Noir, Blanc);CADASTRALPARCELS.PARCELS.L93;https://wxs.ign.fr/lambert93/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;lambert93;Limites administratives mises a jour en continu;LIMITES_ADMINISTRATIVES_EXPRESS.LATEST.L93;https://wxs.ign.fr/lambert93/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;lambert93;BD ORTHO® 20 cm L93;HR.ORTHOIMAGERY.ORTHOPHOTOS.L93;https://wxs.ign.fr/lambert93/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;lambert93;BD ORTHO® 50 cm L93;ORTHOIMAGERY.ORTHOPHOTOS.BDORTHO.L93;https://wxs.ign.fr/lambert93/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;lambert93;Ortho Express L93 2019;ORTHOIMAGERY.ORTHOPHOTOS.ORTHO-EXPRESS.2019.L93;https://wxs.ign.fr/lambert93/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
